payment_id,loan_id,due_date,payment_date,payment_amount,payment_status,penalty_amount
PAY05534,LN0999,2021-07-15,2021-07-17,3472.17,On-time,0.0
PAY05535,LN0169,2019-10-03,2019-09-30,102016.21,On-time,0.0
PAY05536,LN1387,2021-01-17,2021-01-26,42865.37,Late,1373.35
PAY05537,LN2622,2020-12-19,2020-12-18,130722.42,On-time,0.0
PAY05538,LN0325,2020-07-09,2020-07-10,81169.76,On-time,0.0
PAY05539,LN1716,2021-03-12,2021-03-10,103016.2,On-time,0.0
PAY05540,LN1716,2021-04-11,2021-06-12,102234.87,Default,20899.25
PAY05541,LN3456,2021-02-14,2021-02-11,6566.11,On-time,0.0
PAY05542,LN3456,2021-03-16,2021-03-16,6600.11,On-time,0.0
PAY05543,LN3456,2021-04-15,2021-04-16,6526.41,On-time,0.0
PAY05544,LN3456,2021-05-15,2021-05-15,6413.76,On-time,0.0
PAY05545,LN3456,2021-06-14,2021-06-12,6342.62,On-time,0.0
PAY05546,LN3456,2021-07-14,2021-07-11,6306.85,On-time,0.0
PAY05547,LN1496,2020-04-27,2020-04-28,47398.05,On-time,0.0
PAY05548,LN1496,2020-05-27,2020-06-18,47718.39,Late,3817.73
PAY05549,LN1496,2020-06-26,2020-06-26,48874.68,On-time,0.0
PAY05550,LN1496,2020-07-26,2020-07-27,47384.2,On-time,0.0
PAY05551,LN3354,2022-10-24,2022-10-26,13177.74,On-time,0.0
PAY05552,LN3354,2022-11-23,2023-04-09,13426.13,Default,1550.88
PAY05553,LN2202,2019-03-04,2019-04-14,15050.77,Late,848.35
PAY05554,LN2202,2019-04-03,2019-04-03,14447.73,On-time,0.0
PAY05555,LN2202,2019-05-03,2019-05-01,14452.93,On-time,0.0
PAY05556,LN1407,2022-03-05,2022-03-04,16570.87,On-time,0.0
PAY05557,LN1407,2022-04-04,2022-04-01,16981.41,On-time,0.0
PAY05558,LN1407,2022-05-04,2022-05-05,16303.63,On-time,0.0
PAY05559,LN1407,2022-06-03,2022-06-04,16782.21,On-time,0.0
PAY05560,LN1407,2022-07-03,2022-07-21,16185.12,Late,169.66
PAY05561,LN3582,2024-02-26,2024-03-17,17068.92,Late,1103.44
PAY05562,LN0404,2021-07-06,2021-07-08,27484.84,On-time,0.0
PAY05563,LN1455,2019-04-25,2019-04-22,30231.7,On-time,0.0
PAY05564,LN1455,2019-05-25,2019-05-25,30286.18,On-time,0.0
PAY05565,LN0539,2020-10-01,2020-11-11,56396.63,Late,2300.49
PAY05566,LN0539,2020-10-31,2020-10-28,56342.46,On-time,0.0
PAY05567,LN0539,2020-11-30,2020-11-28,55675.61,On-time,0.0
PAY05568,LN0539,2020-12-30,2021-01-01,55928.3,On-time,0.0
PAY05569,LN0539,2021-01-29,2021-02-16,55236.64,Late,2001.46
PAY05570,LN1125,2021-09-18,2021-09-17,27747.46,On-time,0.0
PAY05571,LN3662,2019-05-11,2019-05-12,12878.57,On-time,0.0
PAY05572,LN3662,2019-06-10,2019-06-12,12530.73,On-time,0.0
PAY05573,LN3662,2019-07-10,2019-07-12,12346.93,On-time,0.0
PAY05574,LN3662,2019-08-09,2019-08-11,12350.79,On-time,0.0
PAY05575,LN3662,2019-09-08,2019-09-07,12837.32,On-time,0.0
PAY05576,LN3662,2019-10-08,2019-10-05,12813.59,On-time,0.0
PAY05577,LN0566,2024-06-15,2024-06-13,77463.65,On-time,0.0
PAY05578,LN0566,2024-07-15,2024-07-13,75697.9,On-time,0.0
PAY05579,LN0566,2024-08-14,2024-08-13,76505.94,On-time,0.0
PAY05580,LN0566,2024-09-13,2024-09-10,76951.88,On-time,0.0
PAY05581,LN0566,2024-10-13,2024-10-14,77294.01,On-time,0.0
PAY05582,LN0566,2024-11-12,2024-12-14,76503.64,Late,5419.95
PAY05583,LN0770,2019-11-05,2019-11-07,5140.76,On-time,0.0
PAY05584,LN3982,2021-02-04,2021-02-02,7297.78,On-time,0.0
PAY05585,LN3982,2021-03-06,2021-03-04,7583.36,On-time,0.0
PAY05586,LN3982,2021-04-05,2021-04-04,7304.2,On-time,0.0
PAY05587,LN3982,2021-05-05,2021-05-05,7612.76,On-time,0.0
PAY05588,LN1991,2021-10-07,2021-10-05,6669.83,On-time,0.0
PAY05589,LN2491,2022-12-04,2022-12-02,20457.07,On-time,0.0
PAY05590,LN0347,2021-04-30,2021-08-11,8081.16,Default,1986.17
PAY05591,LN2429,2020-09-25,2020-09-26,9840.89,On-time,0.0
PAY05592,LN0430,2020-10-17,2020-10-14,99849.91,On-time,0.0
PAY05593,LN0430,2020-11-16,2020-11-18,98899.76,On-time,0.0
PAY05594,LN0430,2020-12-16,2020-12-14,99827.4,On-time,0.0
PAY05595,LN0430,2021-01-15,2021-02-11,99961.66,Late,4270.23
PAY05596,LN0430,2021-02-14,2021-02-14,101950.03,On-time,0.0
PAY05597,LN0970,2022-06-29,2022-07-26,12945.96,Late,326.38
PAY05598,LN1342,2019-07-13,2019-07-12,14875.36,On-time,0.0
PAY05599,LN3549,2023-05-28,2023-07-06,4311.5,Late,275.35
PAY05600,LN3549,2023-06-27,2023-06-28,4458.91,On-time,0.0
PAY05601,LN3019,2023-03-12,2023-03-09,19095.01,On-time,0.0
PAY05602,LN3839,2022-02-20,2022-02-21,3221.32,On-time,0.0
PAY05603,LN3781,2020-07-30,2020-08-20,9344.53,Late,414.22
PAY05604,LN2408,2020-10-20,2020-10-22,34042.16,On-time,0.0
PAY05605,LN2408,2020-11-19,2020-11-19,34216.97,On-time,0.0
PAY05606,LN2408,2020-12-19,2020-12-21,33486.86,On-time,0.0
PAY05607,LN2408,2021-01-18,2021-01-16,33809.06,On-time,0.0
PAY05608,LN2408,2021-02-17,2021-02-19,34923.33,On-time,0.0
PAY05609,LN2408,2021-03-19,2021-03-16,33933.08,On-time,0.0
PAY05610,LN2600,2021-02-03,2021-02-04,21933.7,On-time,0.0
PAY05611,LN2600,2021-03-05,2021-04-12,21977.49,Late,593.99
PAY05612,LN2600,2021-04-04,2021-04-03,21119.93,On-time,0.0
PAY05613,LN1817,2023-05-02,2023-05-04,14073.84,On-time,0.0
PAY05614,LN1817,2023-06-01,2023-05-31,13917.36,On-time,0.0
PAY05615,LN1817,2023-07-01,2023-07-03,13433.81,On-time,0.0
PAY05616,LN1817,2023-07-31,2023-07-28,13749.7,On-time,0.0
PAY05617,LN1817,2023-08-30,2023-12-28,13987.95,Default,2710.13
PAY05618,LN1817,2023-09-29,2023-09-30,14018.29,On-time,0.0
PAY05619,LN3176,2019-09-07,2019-09-14,18100.56,Late,938.31
PAY05620,LN3176,2019-10-07,2019-10-19,18632.59,Late,190.44
PAY05621,LN3176,2019-11-06,2019-11-04,18161.87,On-time,0.0
PAY05622,LN3176,2019-12-06,2019-12-05,18435.83,On-time,0.0
PAY05623,LN3886,2019-10-08,2019-10-16,61712.13,Late,3790.42
PAY05624,LN1837,2022-01-19,2022-01-17,70600.64,On-time,0.0
PAY05625,LN1837,2022-02-18,2022-02-15,69117.26,On-time,0.0
PAY05626,LN1837,2022-03-20,2022-03-25,71752.76,Late,4639.17
PAY05627,LN1837,2022-04-19,2022-04-20,70508.63,On-time,0.0
PAY05628,LN1837,2022-05-19,2022-05-18,71483.86,On-time,0.0
PAY05629,LN1180,2020-06-04,2020-06-05,3655.13,On-time,0.0
PAY05630,LN1180,2020-07-04,2020-07-02,3565.64,On-time,0.0
PAY05631,LN1180,2020-08-03,2020-08-05,3626.08,On-time,0.0
PAY05632,LN1180,2020-09-02,2020-08-31,3583.39,On-time,0.0
PAY05633,LN1180,2020-10-02,2020-12-23,3559.62,Default,817.14
PAY05634,LN1180,2020-11-01,2020-11-03,3590.0,On-time,0.0
PAY05635,LN1218,2019-03-11,2019-03-08,129968.51,On-time,0.0
PAY05636,LN1420,2022-07-15,2022-07-12,6469.4,On-time,0.0
PAY05637,LN0230,2020-01-09,2020-01-06,6726.3,On-time,0.0
PAY05638,LN0973,2023-04-30,2023-04-28,13863.98,On-time,0.0
PAY05639,LN2394,2022-06-05,2022-10-08,4736.47,Default,1108.64
PAY05640,LN0510,2020-10-28,2020-10-29,2561.39,On-time,0.0
PAY05641,LN1233,2023-08-09,2023-08-10,95353.26,On-time,0.0
PAY05642,LN3277,2024-09-10,2024-09-07,26688.9,On-time,0.0
PAY05643,LN3277,2024-10-10,2024-11-16,26163.16,Late,1035.92
PAY05644,LN3277,2024-11-09,2025-03-22,26606.77,Default,4959.54
PAY05645,LN0518,2023-11-06,2023-11-05,9416.92,On-time,0.0
PAY05646,LN0518,2023-12-06,2023-12-03,9511.86,On-time,0.0
PAY05647,LN0518,2024-01-05,2024-02-16,9255.17,Late,686.92
PAY05648,LN0518,2024-02-04,2024-02-05,9484.24,On-time,0.0
PAY05649,LN0518,2024-03-05,2024-03-03,9473.03,On-time,0.0
PAY05650,LN0518,2024-04-04,2024-04-06,9510.9,On-time,0.0
PAY05651,LN2119,2020-03-23,2020-03-21,97490.05,On-time,0.0
PAY05652,LN2119,2020-04-22,2020-04-23,97308.07,On-time,0.0
PAY05653,LN2119,2020-05-22,2020-05-21,99685.42,On-time,0.0
PAY05654,LN2119,2020-06-21,2020-06-22,100531.86,On-time,0.0
PAY05655,LN2119,2020-07-21,2020-07-22,100481.63,On-time,0.0
PAY05656,LN2119,2020-08-20,2020-08-20,96295.02,On-time,0.0
PAY05657,LN2544,2021-03-18,2021-03-20,18279.78,On-time,0.0
PAY05658,LN0160,2021-05-23,2021-05-25,20333.71,On-time,0.0
PAY05659,LN0574,2022-01-30,2022-01-29,32026.43,On-time,0.0
PAY05660,LN0574,2022-03-01,2022-03-02,32163.15,On-time,0.0
PAY05661,LN0574,2022-03-31,2022-03-31,31082.8,On-time,0.0
PAY05662,LN0322,2024-08-14,2024-08-14,39675.07,On-time,0.0
PAY05663,LN0322,2024-09-13,2024-09-10,38435.63,On-time,0.0
PAY05664,LN0322,2024-10-13,2024-10-14,39953.31,On-time,0.0
PAY05665,LN0322,2024-11-12,2024-11-14,39819.51,On-time,0.0
PAY05666,LN0322,2024-12-12,2025-03-28,39141.59,Default,5072.12
PAY05667,LN2461,2023-06-27,2023-07-24,1173.68,Late,64.58
PAY05668,LN0525,2019-02-24,2019-02-22,7757.29,On-time,0.0
PAY05669,LN1197,2020-02-03,2020-05-16,14430.6,Default,3154.61
PAY05670,LN1197,2020-03-04,2020-03-06,15055.82,On-time,0.0
PAY05671,LN0091,2020-10-20,2020-10-20,36309.27,On-time,0.0
PAY05672,LN0091,2020-11-19,2020-11-16,37340.56,On-time,0.0
PAY05673,LN0091,2020-12-19,2020-12-21,35944.32,On-time,0.0
PAY05674,LN0091,2021-01-18,2021-01-18,35740.37,On-time,0.0
PAY05675,LN0091,2021-02-17,2021-02-15,37111.27,On-time,0.0
PAY05676,LN0091,2021-03-19,2021-03-16,37085.29,On-time,0.0
PAY05677,LN0018,2022-08-06,2022-08-07,23448.85,On-time,0.0
PAY05678,LN1337,2021-08-11,2021-08-10,22468.62,On-time,0.0
PAY05679,LN1337,2021-09-10,2021-09-11,21963.61,On-time,0.0
PAY05680,LN1337,2021-10-10,2021-10-09,22551.77,On-time,0.0
PAY05681,LN1337,2021-11-09,2021-11-09,22028.04,On-time,0.0
PAY05682,LN1337,2021-12-09,2021-12-09,22272.71,On-time,0.0
PAY05683,LN3335,2019-04-16,2019-04-15,45532.26,On-time,0.0
PAY05684,LN3335,2019-05-16,2019-05-16,47106.03,On-time,0.0
PAY05685,LN2293,2019-06-07,2019-11-11,33261.3,Default,7005.43
PAY05686,LN3730,2024-10-04,2024-10-01,56874.91,On-time,0.0
PAY05687,LN3730,2024-11-03,2024-10-31,56893.18,On-time,0.0
PAY05688,LN3730,2024-12-03,2024-12-18,56726.81,Late,1271.55
PAY05689,LN3730,2025-01-02,2025-01-31,55122.81,Late,1923.61
PAY05690,LN3730,2025-02-01,2025-02-03,55259.4,On-time,0.0
PAY05691,LN3730,2025-03-03,2025-03-04,56131.53,On-time,0.0
PAY05692,LN0598,2024-03-05,2024-03-07,2562.43,On-time,0.0
PAY05693,LN0598,2024-04-04,2024-04-06,2530.5,On-time,0.0
PAY05694,LN0598,2024-05-04,2024-05-04,2564.85,On-time,0.0
PAY05695,LN0598,2024-06-03,2024-06-01,2539.53,On-time,0.0
PAY05696,LN0598,2024-07-03,2024-06-30,2602.61,On-time,0.0
PAY05697,LN0598,2024-08-02,2024-08-01,2535.23,On-time,0.0
PAY05698,LN2753,2024-07-23,2024-07-24,25704.7,On-time,0.0
PAY05699,LN0106,2021-05-31,2021-06-23,10332.82,Late,565.17
PAY05700,LN0670,2024-07-21,2025-01-09,96550.21,Default,10474.72
PAY05701,LN0670,2024-08-20,2024-08-19,93916.72,On-time,0.0
PAY05702,LN0670,2024-09-19,2024-09-20,94557.31,On-time,0.0
PAY05703,LN0670,2024-10-19,2024-10-17,92422.8,On-time,0.0
PAY05704,LN0670,2024-11-18,2024-11-16,93862.79,On-time,0.0
PAY05705,LN0670,2024-12-18,2024-12-15,95631.47,On-time,0.0
PAY05706,LN0854,2024-07-04,2024-07-02,37088.43,On-time,0.0
PAY05707,LN0854,2024-08-03,2024-07-31,36404.41,On-time,0.0
PAY05708,LN0854,2024-09-02,2024-09-03,35833.18,On-time,0.0
PAY05709,LN0854,2024-10-02,2024-10-01,35821.19,On-time,0.0
PAY05710,LN1897,2024-11-16,2025-03-04,13500.55,Default,2319.03
PAY05711,LN1897,2024-12-16,2025-05-04,13528.69,Default,2170.05
PAY05712,LN1897,2025-01-15,2025-01-14,13880.72,On-time,0.0
PAY05713,LN0738,2020-03-04,2020-03-01,61138.34,On-time,0.0
PAY05714,LN0247,2024-07-21,2024-07-23,75781.54,On-time,0.0
PAY05715,LN0247,2024-08-20,2024-08-19,76511.93,On-time,0.0
PAY05716,LN0247,2024-09-19,2024-09-17,76143.94,On-time,0.0
PAY05717,LN1128,2021-08-05,2021-11-19,49465.61,Default,11310.87
PAY05718,LN2734,2023-02-15,2023-02-17,10651.14,On-time,0.0
PAY05719,LN2734,2023-03-17,2023-03-15,10609.85,On-time,0.0
PAY05720,LN2734,2023-04-16,2023-04-17,10529.0,On-time,0.0
PAY05721,LN2734,2023-05-16,2023-06-16,10749.22,Late,498.81
PAY05722,LN2734,2023-06-15,2023-10-13,10902.18,Default,2096.07
PAY05723,LN0481,2020-09-15,2020-09-15,33915.24,On-time,0.0
PAY05724,LN1803,2019-04-30,2019-05-02,69079.0,On-time,0.0
PAY05725,LN2357,2022-02-08,2022-06-24,5661.11,Default,959.07
PAY05726,LN2194,2021-03-25,2021-03-25,21636.48,On-time,0.0
PAY05727,LN2194,2021-04-24,2021-04-24,21756.5,On-time,0.0
PAY05728,LN0014,2024-02-12,2024-02-28,11776.03,Late,381.31
PAY05729,LN1085,2021-08-31,2021-08-28,26881.52,On-time,0.0
PAY05730,LN1445,2021-04-15,2021-04-16,6109.79,On-time,0.0
PAY05731,LN1445,2021-05-15,2021-06-17,5941.65,Late,258.62
PAY05732,LN1445,2021-06-14,2021-06-11,6077.87,On-time,0.0
PAY05733,LN3635,2022-11-19,2022-11-20,33909.4,On-time,0.0
PAY05734,LN3635,2022-12-19,2022-12-18,33121.7,On-time,0.0
PAY05735,LN3599,2019-08-04,2019-08-06,56427.83,On-time,0.0
PAY05736,LN3599,2019-09-03,2019-12-04,56836.62,Default,12878.57
PAY05737,LN3599,2019-10-03,2019-10-02,55902.0,On-time,0.0
PAY05738,LN3599,2019-11-02,2019-11-01,55591.01,On-time,0.0
PAY05739,LN3599,2019-12-02,2019-12-23,55180.6,Late,1725.44
PAY05740,LN1008,2021-02-17,2021-02-17,20503.7,On-time,0.0
PAY05741,LN1008,2021-03-19,2021-03-18,20010.36,On-time,0.0
PAY05742,LN1008,2021-04-18,2021-04-17,20509.32,On-time,0.0
PAY05743,LN0677,2020-03-27,2020-03-24,63452.34,On-time,0.0
PAY05744,LN0677,2020-04-26,2020-05-17,63166.16,Late,745.32
PAY05745,LN0677,2020-05-26,2020-05-25,61375.33,On-time,0.0
PAY05746,LN0677,2020-06-25,2020-06-24,63096.3,On-time,0.0
PAY05747,LN0677,2020-07-25,2020-07-27,62745.97,On-time,0.0
PAY05748,LN0677,2020-08-24,2020-08-21,61741.29,On-time,0.0
PAY05749,LN0088,2024-03-20,2024-05-03,28570.87,Late,1188.74
PAY05750,LN0088,2024-04-19,2024-04-17,28596.6,On-time,0.0
PAY05751,LN0897,2023-05-29,2023-05-31,18230.75,On-time,0.0
PAY05752,LN0803,2021-07-11,2021-07-11,5812.45,On-time,0.0
PAY05753,LN0803,2021-08-10,2021-08-12,5641.83,On-time,0.0
PAY05754,LN0803,2021-09-09,2021-10-03,5877.19,Late,131.13
PAY05755,LN0803,2021-10-09,2021-11-03,5769.37,Late,251.95
PAY05756,LN2961,2022-08-09,2023-02-02,83867.32,Default,19557.08
PAY05757,LN2961,2022-09-08,2022-09-21,83757.25,Late,2445.08
PAY05758,LN2961,2022-10-08,2022-10-08,82899.43,On-time,0.0
PAY05759,LN2961,2022-11-07,2022-11-06,80788.4,On-time,0.0
PAY05760,LN2961,2022-12-07,2022-12-07,83665.1,On-time,0.0
PAY05761,LN2961,2023-01-06,2023-01-17,84732.43,Late,4140.05
PAY05762,LN3550,2019-12-13,2019-12-13,21777.65,On-time,0.0
PAY05763,LN2585,2022-07-03,2022-08-15,106966.06,Late,5980.02
PAY05764,LN0155,2022-12-29,2022-12-26,1536.03,On-time,0.0
PAY05765,LN0155,2023-01-28,2023-01-28,1543.01,On-time,0.0
PAY05766,LN0155,2023-02-27,2023-02-26,1569.15,On-time,0.0
PAY05767,LN3142,2022-07-08,2022-07-06,18766.66,On-time,0.0
PAY05768,LN3142,2022-08-07,2022-08-04,18826.95,On-time,0.0
PAY05769,LN3142,2022-09-06,2022-09-05,19545.67,On-time,0.0
PAY05770,LN3142,2022-10-06,2022-10-03,18723.47,On-time,0.0
PAY05771,LN0652,2021-09-03,2021-09-04,48724.06,On-time,0.0
PAY05772,LN0652,2021-10-03,2021-10-01,50010.6,On-time,0.0
PAY05773,LN0652,2021-11-02,2021-10-30,48819.02,On-time,0.0
PAY05774,LN0652,2021-12-02,2021-12-04,48960.46,On-time,0.0
PAY05775,LN0652,2022-01-01,2022-01-03,49400.34,On-time,0.0
PAY05776,LN0652,2022-01-31,2022-01-28,50352.94,On-time,0.0
PAY05777,LN2956,2019-11-20,2020-05-16,12171.0,Default,2609.28
PAY05778,LN0509,2025-01-16,2025-02-04,3755.23,Late,69.11
PAY05779,LN0222,2022-04-03,2022-04-05,14666.31,On-time,0.0
PAY05780,LN0222,2022-05-03,2022-05-03,14423.64,On-time,0.0
PAY05781,LN0222,2022-06-02,2022-06-04,14702.01,On-time,0.0
PAY05782,LN0222,2022-07-02,2022-06-30,14798.44,On-time,0.0
PAY05783,LN0222,2022-08-01,2022-07-31,14692.71,On-time,0.0
PAY05784,LN0222,2022-08-31,2022-08-29,14467.88,On-time,0.0
PAY05785,LN1734,2020-08-04,2020-08-18,10369.82,Late,188.33
PAY05786,LN3364,2020-03-16,2020-03-17,8359.93,On-time,0.0
PAY05787,LN3364,2020-04-15,2020-04-16,8381.81,On-time,0.0
PAY05788,LN3364,2020-05-15,2020-09-01,8442.86,Default,1089.48
PAY05789,LN1402,2024-12-04,2024-12-02,2122.06,On-time,0.0
PAY05790,LN1402,2025-01-03,2025-02-04,2076.0,Late,131.25
PAY05791,LN1402,2025-02-02,2025-01-30,2067.08,On-time,0.0
PAY05792,LN1402,2025-03-04,2025-05-22,2027.27,Default,479.46
PAY05793,LN3579,2022-03-14,2022-03-13,36258.88,On-time,0.0
PAY05794,LN3579,2022-04-13,2022-04-15,35802.14,On-time,0.0
PAY05795,LN1785,2020-01-10,2020-02-07,10909.72,Late,190.52
PAY05796,LN1523,2021-08-27,2021-08-29,5589.03,On-time,0.0
PAY05797,LN1889,2022-01-25,2022-06-17,49680.93,Default,5555.94
PAY05798,LN1889,2022-02-24,2022-08-18,50722.4,Default,7243.42
PAY05799,LN1889,2022-03-26,2022-03-28,49160.27,On-time,0.0
PAY05800,LN0138,2023-08-26,2023-08-26,41580.11,On-time,0.0
PAY05801,LN0138,2023-09-25,2023-09-27,40836.65,On-time,0.0
PAY05802,LN0138,2023-10-25,2023-10-25,40990.47,On-time,0.0
PAY05803,LN0138,2023-11-24,2023-12-30,40340.08,Late,768.09
PAY05804,LN2765,2022-09-13,2022-09-12,154701.96,On-time,0.0
PAY05805,LN2765,2022-10-13,2022-10-12,150329.46,On-time,0.0
PAY05806,LN2765,2022-11-12,2022-11-12,152013.12,On-time,0.0
PAY05807,LN2765,2022-12-12,2022-12-13,154941.85,On-time,0.0
PAY05808,LN2765,2023-01-11,2023-01-16,150393.57,Late,2050.1
PAY05809,LN2765,2023-02-10,2023-02-08,150382.77,On-time,0.0
PAY05810,LN0819,2021-10-14,2021-10-14,5048.77,On-time,0.0
PAY05811,LN0819,2021-11-13,2021-11-12,5084.11,On-time,0.0
PAY05812,LN0819,2021-12-13,2021-12-30,5245.88,Late,318.69
PAY05813,LN0819,2022-01-12,2022-01-09,5235.15,On-time,0.0
PAY05814,LN0819,2022-02-11,2022-02-11,5187.43,On-time,0.0
PAY05815,LN0099,2022-09-28,2022-10-07,35375.22,Late,524.77
PAY05816,LN0884,2022-05-03,2022-05-04,10153.77,On-time,0.0
PAY05817,LN3810,2021-04-23,2021-04-20,11951.63,On-time,0.0
PAY05818,LN0171,2023-09-16,2023-09-18,11175.67,On-time,0.0
PAY05819,LN2231,2020-02-24,2020-02-24,120523.57,On-time,0.0
PAY05820,LN1070,2021-07-17,2021-07-16,95509.5,On-time,0.0
PAY05821,LN1070,2021-08-16,2021-08-18,98310.94,On-time,0.0
PAY05822,LN1070,2021-09-15,2021-09-25,98609.58,Late,4393.18
PAY05823,LN2499,2022-02-15,2022-02-13,10570.26,On-time,0.0
PAY05824,LN3645,2024-10-28,2025-03-15,859.08,Default,203.61
PAY05825,LN3223,2019-07-04,2019-07-03,6627.47,On-time,0.0
PAY05826,LN2127,2024-02-09,2024-05-21,26063.97,Default,3280.28
PAY05827,LN2127,2024-03-10,2024-03-09,25941.55,On-time,0.0
PAY05828,LN2127,2024-04-09,2024-04-10,25919.38,On-time,0.0
PAY05829,LN2127,2024-05-09,2024-05-06,24906.37,On-time,0.0
PAY05830,LN3423,2023-08-01,2023-08-02,25856.29,On-time,0.0
PAY05831,LN3423,2023-08-31,2023-09-02,25625.01,On-time,0.0
PAY05832,LN3423,2023-09-30,2023-10-02,26406.62,On-time,0.0
PAY05833,LN1754,2022-12-04,2022-12-05,117522.49,On-time,0.0
PAY05834,LN0339,2019-03-15,2019-03-12,8649.47,On-time,0.0
PAY05835,LN1007,2019-12-22,2019-12-20,74705.66,On-time,0.0
PAY05836,LN1050,2021-08-30,2021-08-31,6421.22,On-time,0.0
PAY05837,LN3402,2022-01-18,2022-06-25,33745.33,Default,8423.53
PAY05838,LN1003,2022-12-03,2022-12-03,1044.96,On-time,0.0
PAY05839,LN2073,2023-09-06,2023-09-06,10236.4,On-time,0.0
PAY05840,LN3581,2023-02-10,2023-03-09,30106.8,Late,2289.09
PAY05841,LN3332,2020-12-05,2020-12-02,28470.35,On-time,0.0
PAY05842,LN0775,2019-06-24,2019-06-21,49778.56,On-time,0.0
PAY05843,LN0775,2019-07-24,2019-07-23,50227.11,On-time,0.0
PAY05844,LN0775,2019-08-23,2019-08-23,50021.38,On-time,0.0
PAY05845,LN0775,2019-09-22,2019-09-19,51770.46,On-time,0.0
PAY05846,LN0775,2019-10-22,2019-10-24,50651.43,On-time,0.0
PAY05847,LN0041,2019-04-19,2019-04-19,827.39,On-time,0.0
PAY05848,LN0041,2019-05-19,2019-05-20,811.38,On-time,0.0
PAY05849,LN3623,2024-11-25,2024-11-27,36350.2,On-time,0.0
PAY05850,LN3623,2024-12-25,2024-12-27,36095.94,On-time,0.0
PAY05851,LN3731,2023-10-03,2023-10-03,153445.34,On-time,0.0
PAY05852,LN0757,2021-09-06,2021-09-05,5677.82,On-time,0.0
PAY05853,LN0757,2021-10-06,2021-10-08,5637.73,On-time,0.0
PAY05854,LN1963,2019-11-02,2019-11-04,51230.21,On-time,0.0
PAY05855,LN1963,2019-12-02,2019-11-29,52241.95,On-time,0.0
PAY05856,LN1963,2020-01-01,2020-02-15,50788.49,Late,1858.84
PAY05857,LN1963,2020-01-31,2020-01-28,51090.73,On-time,0.0
PAY05858,LN1963,2020-03-01,2020-02-27,51670.14,On-time,0.0
PAY05859,LN1963,2020-03-31,2020-05-12,51032.46,Late,830.29
PAY05860,LN2885,2022-11-26,2022-11-26,13948.68,On-time,0.0
PAY05861,LN2885,2022-12-26,2023-01-25,14204.28,Late,254.53
PAY05862,LN2885,2023-01-25,2023-03-09,13850.57,Late,487.59
PAY05863,LN3834,2019-08-13,2019-08-15,43595.52,On-time,0.0
PAY05864,LN1193,2021-01-05,2021-01-07,4746.19,On-time,0.0
PAY05865,LN1193,2021-02-04,2021-02-22,4809.83,Late,194.42
PAY05866,LN1193,2021-03-06,2021-06-26,4715.37,Default,1041.38
PAY05867,LN1193,2021-04-05,2021-04-03,4624.79,On-time,0.0
PAY05868,LN1193,2021-05-05,2021-05-07,4719.99,On-time,0.0
PAY05869,LN3306,2023-05-12,2023-10-28,19343.39,Default,3685.71
PAY05870,LN1167,2020-05-13,2020-06-22,31411.17,Late,1216.33
PAY05871,LN1346,2019-10-15,2019-10-13,47984.76,On-time,0.0
PAY05872,LN1346,2019-11-14,2019-11-11,48459.72,On-time,0.0
PAY05873,LN1346,2019-12-14,2019-12-15,48919.04,On-time,0.0
PAY05874,LN1346,2020-01-13,2020-01-11,47873.79,On-time,0.0
PAY05875,LN1346,2020-02-12,2020-02-09,47857.17,On-time,0.0
PAY05876,LN1346,2020-03-13,2020-03-15,47401.38,On-time,0.0
PAY05877,LN2272,2023-11-06,2023-11-07,3880.87,On-time,0.0
PAY05878,LN0873,2022-07-26,2022-07-25,52161.82,On-time,0.0
PAY05879,LN0873,2022-08-25,2022-08-25,52610.27,On-time,0.0
PAY05880,LN0873,2022-09-24,2022-09-26,51493.06,On-time,0.0
PAY05881,LN1895,2021-06-14,2021-06-14,116339.62,On-time,0.0
PAY05882,LN3530,2021-01-14,2021-02-28,7259.7,Late,287.0
PAY05883,LN2120,2021-11-19,2021-11-21,16867.82,On-time,0.0
PAY05884,LN1042,2020-05-05,2020-05-07,67508.0,On-time,0.0
PAY05885,LN1042,2020-06-04,2020-06-03,66719.48,On-time,0.0
PAY05886,LN1042,2020-07-04,2020-07-01,69194.97,On-time,0.0
PAY05887,LN1042,2020-08-03,2020-08-02,67329.54,On-time,0.0
PAY05888,LN3846,2021-10-23,2021-10-22,52851.26,On-time,0.0
PAY05889,LN3846,2021-11-22,2021-11-21,54233.32,On-time,0.0
PAY05890,LN0044,2021-05-10,2021-05-08,25231.32,On-time,0.0
PAY05891,LN0804,2022-08-09,2022-11-10,10481.09,Default,1685.95
PAY05892,LN2099,2019-11-04,2019-11-03,14605.96,On-time,0.0
PAY05893,LN2099,2019-12-04,2019-12-01,14431.89,On-time,0.0
PAY05894,LN2099,2020-01-03,2020-01-01,14420.15,On-time,0.0
PAY05895,LN1102,2024-07-21,2024-07-23,5515.5,On-time,0.0
PAY05896,LN1102,2024-08-20,2024-08-21,5378.2,On-time,0.0
PAY05897,LN1102,2024-09-19,2024-09-29,5311.78,Late,103.59
PAY05898,LN2987,2019-06-26,2019-06-27,9489.81,On-time,0.0
PAY05899,LN2904,2022-10-11,2022-10-12,8803.84,On-time,0.0
PAY05900,LN2904,2022-11-10,2022-12-21,8819.71,Late,519.83
PAY05901,LN2904,2022-12-10,2022-12-17,8951.99,Late,189.51
