loan_id,customer_id,branch_id,loan_type_id,loan_amount,interest_rate,loan_date,tenure_months
LN1940,CUST439,BR018,LT01,296000,12.14,2024-05-09,36
LN1941,CUST046,BR008,LT05,53000,20.07,2020-05-28,6
LN1942,CUST679,BR007,LT03,505000,10.13,2023-03-16,24
LN1943,CUST022,BR001,LT02,5126000,8.53,2020-10-05,180
LN1944,CUST336,BR001,LT01,335000,13.88,2019-10-26,48
LN1945,CUST218,BR013,LT02,2170000,11.37,2022-03-16,120
LN1946,CUST471,BR018,LT01,312000,11.96,2020-09-04,24
LN1947,CUST809,BR008,LT02,8704000,10.2,2019-05-11,240
LN1948,CUST041,BR014,LT04,423000,11.96,2023-08-23,84
LN1949,CUST249,BR001,LT01,456000,13.26,2023-05-28,48
LN1950,CUST226,BR005,LT03,109000,12.51,2022-10-02,48
LN1951,CUST343,BR019,LT03,1475000,11.57,2021-02-01,12
LN1952,CUST176,BR019,LT04,3901000,12.02,2023-06-07,36
LN1953,CUST237,BR008,LT02,8237000,8.3,2019-02-04,240
LN1954,CUST145,BR015,LT02,5686000,9.65,2024-03-07,180
LN1955,CUST912,BR001,LT03,277000,11.65,2020-04-14,12
LN1956,CUST821,BR012,LT04,1283000,14.69,2019-01-26,60
LN1957,CUST194,BR014,LT04,1008000,12.24,2020-12-01,36
LN1958,CUST362,BR017,LT04,2707000,12.65,2019-01-18,84
LN1959,CUST580,BR004,LT02,7955000,8.19,2021-05-16,240
LN1960,CUST381,BR011,LT03,214000,10.63,2022-07-05,60
LN1961,CUST768,BR015,LT03,759000,11.5,2020-01-21,48
LN1962,CUST570,BR017,LT01,73000,15.29,2022-10-23,24
LN1963,CUST491,BR018,LT04,3557000,12.46,2019-10-03,120
LN1964,CUST624,BR005,LT03,915000,12.86,2024-09-16,36
LN1965,CUST340,BR010,LT05,67000,20.66,2020-07-19,6
LN1966,CUST740,BR016,LT01,74000,13.15,2022-04-21,60
LN1967,CUST131,BR008,LT01,475000,12.74,2019-12-30,36
LN1968,CUST286,BR016,LT05,67000,19.5,2024-11-19,3
LN1969,CUST068,BR014,LT05,96000,19.0,2021-03-14,3
LN1970,CUST690,BR005,LT04,3727000,13.3,2021-05-01,36
LN1971,CUST284,BR005,LT01,109000,14.69,2024-08-01,36
LN1972,CUST871,BR005,LT03,245000,10.98,2021-03-05,12
LN1973,CUST921,BR005,LT03,685000,10.58,2023-07-26,36
LN1974,CUST406,BR007,LT01,493000,14.46,2021-08-03,48
LN1975,CUST468,BR015,LT02,9128000,8.17,2021-07-07,120
LN1976,CUST787,BR003,LT03,1012000,11.54,2020-01-03,48
LN1977,CUST700,BR003,LT02,4403000,8.79,2020-10-13,240
LN1978,CUST768,BR017,LT01,475000,13.83,2021-10-12,60
LN1979,CUST841,BR009,LT01,224000,13.05,2019-11-29,24
LN1980,CUST962,BR004,LT02,1126000,7.88,2023-07-21,240
LN1981,CUST907,BR012,LT05,45000,20.96,2023-05-30,12
LN1982,CUST977,BR002,LT02,7304000,11.04,2019-12-11,240
LN1983,CUST525,BR013,LT02,1544000,10.02,2021-11-09,180
LN1984,CUST672,BR002,LT02,4883000,8.48,2022-06-08,240
LN1985,CUST789,BR007,LT04,2924000,13.52,2022-05-23,120
LN1986,CUST172,BR015,LT01,431000,15.1,2023-11-13,12
LN1987,CUST091,BR010,LT05,29000,20.51,2020-07-16,9
LN1988,CUST964,BR018,LT03,473000,10.01,2024-10-09,60
LN1989,CUST652,BR002,LT03,790000,10.34,2020-02-06,60
LN1990,CUST953,BR014,LT01,158000,13.33,2019-12-13,60
LN1991,CUST585,BR013,LT01,140000,14.27,2021-09-07,24
LN1992,CUST738,BR010,LT05,98000,19.39,2023-02-06,3
LN1993,CUST374,BR018,LT01,160000,13.96,2019-05-23,24
LN1994,CUST080,BR003,LT04,1956000,13.88,2024-08-07,120
LN1995,CUST029,BR012,LT05,30000,17.36,2023-05-19,9
LN1996,CUST512,BR011,LT04,2127000,13.78,2022-01-03,84
LN1997,CUST970,BR007,LT02,3159000,9.54,2024-04-18,180
LN1998,CUST403,BR013,LT05,61000,21.11,2019-09-18,12
LN1999,CUST214,BR009,LT01,130000,13.79,2019-04-01,60
LN2000,CUST715,BR001,LT03,1395000,9.92,2022-06-08,60
LN2001,CUST090,BR011,LT01,230000,13.94,2023-03-01,60
LN2002,CUST391,BR013,LT02,5020000,8.68,2021-09-08,120
LN2003,CUST465,BR009,LT01,216000,13.09,2020-05-01,36
LN2004,CUST186,BR013,LT01,416000,12.06,2021-12-20,60
LN2005,CUST598,BR007,LT01,454000,15.93,2020-04-21,36
LN2006,CUST796,BR011,LT05,25000,20.75,2024-01-29,12
LN2007,CUST226,BR015,LT01,482000,15.29,2019-03-16,12
LN2008,CUST547,BR004,LT02,5777000,9.96,2020-11-15,120
LN2009,CUST955,BR004,LT01,378000,13.73,2022-02-24,36
LN2010,CUST161,BR007,LT02,9725000,7.72,2020-12-22,180
LN2011,CUST911,BR017,LT04,1447000,12.82,2024-08-02,36
LN2012,CUST116,BR016,LT01,484000,12.91,2019-04-14,60
LN2013,CUST421,BR011,LT05,83000,21.72,2023-12-27,12
LN2014,CUST464,BR005,LT03,660000,10.11,2021-02-10,24
LN2015,CUST480,BR001,LT01,460000,13.82,2019-07-11,36
LN2016,CUST835,BR005,LT04,4676000,12.85,2023-02-14,84
LN2017,CUST665,BR017,LT03,164000,8.47,2020-09-14,48
LN2018,CUST877,BR006,LT04,515000,13.51,2024-03-11,60
LN2019,CUST123,BR014,LT01,186000,15.36,2020-05-20,24
LN2020,CUST782,BR013,LT03,979000,11.97,2020-11-04,12
LN2021,CUST204,BR004,LT01,330000,13.49,2020-09-23,60
LN2022,CUST795,BR013,LT01,374000,16.1,2021-02-02,60
LN2023,CUST744,BR016,LT04,1851000,14.59,2022-12-13,60
LN2024,CUST932,BR008,LT01,118000,15.24,2023-12-19,24
LN2025,CUST717,BR020,LT01,285000,11.81,2019-01-06,36
LN2026,CUST373,BR016,LT03,1260000,11.38,2021-06-28,36
LN2027,CUST231,BR005,LT01,242000,14.57,2019-05-23,48
LN2028,CUST407,BR003,LT05,57000,20.05,2024-09-25,6
LN2029,CUST399,BR020,LT02,9636000,9.88,2020-10-10,120
LN2030,CUST391,BR002,LT01,271000,13.23,2020-02-13,36
LN2031,CUST661,BR018,LT01,483000,14.24,2021-01-19,12
LN2032,CUST987,BR016,LT03,1279000,9.61,2021-12-09,60
LN2033,CUST881,BR009,LT04,2497000,14.46,2021-12-11,60
LN2034,CUST149,BR007,LT05,97000,18.8,2020-09-17,6
LN2035,CUST976,BR006,LT05,53000,19.46,2022-04-11,9
LN2036,CUST158,BR012,LT03,1038000,10.71,2020-09-23,24
LN2037,CUST183,BR012,LT02,4393000,10.84,2022-10-14,120
LN2038,CUST381,BR002,LT05,28000,19.94,2024-05-15,6
LN2039,CUST069,BR004,LT03,480000,12.9,2024-07-07,36
LN2040,CUST108,BR008,LT01,351000,14.33,2022-06-02,12
LN2041,CUST669,BR018,LT02,1122000,10.85,2021-06-19,180
LN2042,CUST179,BR013,LT03,812000,9.78,2023-06-24,24
LN2043,CUST585,BR016,LT03,641000,11.24,2022-02-07,48
LN2044,CUST047,BR012,LT02,6118000,8.52,2019-10-03,180
LN2045,CUST089,BR014,LT05,30000,19.87,2022-11-02,9
LN2046,CUST439,BR009,LT01,470000,11.51,2023-03-20,60
LN2047,CUST217,BR019,LT02,5924000,9.21,2021-01-27,120
LN2048,CUST489,BR001,LT04,287000,13.68,2020-10-10,36
LN2049,CUST073,BR020,LT05,52000,19.4,2020-01-03,6
LN2050,CUST315,BR003,LT05,59000,21.22,2023-10-28,12
LN2051,CUST474,BR018,LT03,735000,9.68,2024-11-13,48
LN2052,CUST221,BR003,LT01,271000,12.98,2019-11-24,60
LN2053,CUST789,BR006,LT01,343000,14.85,2019-04-26,48
LN2054,CUST983,BR011,LT03,1449000,10.47,2024-04-30,60
LN2055,CUST431,BR012,LT01,337000,13.83,2022-06-18,24
LN2056,CUST119,BR020,LT01,396000,15.09,2021-02-10,12
LN2057,CUST977,BR017,LT03,1200000,12.25,2021-01-14,24
LN2058,CUST128,BR005,LT01,104000,15.12,2019-04-07,36
LN2059,CUST498,BR013,LT01,177000,15.97,2022-03-09,48
LN2060,CUST008,BR002,LT01,239000,12.95,2023-06-09,36
LN2061,CUST317,BR018,LT03,709000,10.54,2024-01-09,60
LN2062,CUST461,BR010,LT05,13000,21.33,2023-04-29,9
LN2063,CUST437,BR002,LT01,199000,14.25,2021-09-27,36
LN2064,CUST323,BR008,LT02,1339000,9.77,2022-01-20,240
LN2065,CUST437,BR020,LT01,259000,14.31,2023-01-06,24
LN2066,CUST583,BR013,LT01,143000,15.68,2024-03-23,12
LN2067,CUST184,BR012,LT02,2454000,9.2,2023-08-21,240
LN2068,CUST212,BR014,LT01,494000,15.68,2022-04-02,60
LN2069,CUST636,BR018,LT04,3865000,14.69,2022-11-29,84
LN2070,CUST424,BR014,LT01,488000,13.82,2022-04-11,24
LN2071,CUST315,BR009,LT04,4000000,13.78,2020-05-11,120
LN2072,CUST584,BR020,LT03,1154000,9.49,2021-11-24,36
LN2073,CUST593,BR015,LT01,309000,12.82,2023-08-07,36
LN2074,CUST018,BR017,LT04,4217000,15.2,2020-12-02,60
LN2075,CUST230,BR002,LT03,801000,11.31,2024-05-07,24
LN2076,CUST590,BR018,LT03,1335000,12.7,2022-01-09,12
LN2077,CUST256,BR006,LT01,54000,14.08,2023-12-30,24
LN2078,CUST063,BR006,LT01,265000,13.32,2022-08-31,36
LN2079,CUST921,BR017,LT02,3584000,8.9,2023-08-18,180
LN2080,CUST345,BR016,LT04,833000,15.04,2019-06-02,60
LN2081,CUST011,BR002,LT02,6100000,10.18,2023-04-12,120
LN2082,CUST152,BR020,LT01,75000,14.01,2022-12-28,12
LN2083,CUST140,BR004,LT01,439000,13.97,2023-05-31,36
LN2084,CUST542,BR020,LT02,3977000,10.13,2024-04-14,120
LN2085,CUST569,BR014,LT05,12000,18.06,2021-06-13,3
LN2086,CUST268,BR012,LT03,365000,12.97,2023-06-13,48
LN2087,CUST227,BR003,LT01,471000,13.82,2019-07-16,24
LN2088,CUST304,BR006,LT01,233000,15.5,2020-07-09,12
LN2089,CUST879,BR008,LT01,256000,13.76,2023-07-24,24
LN2090,CUST672,BR004,LT01,154000,12.45,2023-08-30,60
LN2091,CUST760,BR013,LT04,2793000,10.63,2022-07-09,60
LN2092,CUST583,BR009,LT02,6243000,10.54,2020-01-03,240
LN2093,CUST679,BR016,LT02,3574000,8.52,2021-02-10,120
LN2094,CUST310,BR007,LT04,481000,10.93,2023-02-10,36
LN2095,CUST168,BR006,LT04,3126000,13.52,2023-05-20,84
LN2096,CUST186,BR015,LT04,3703000,11.76,2020-10-15,60
LN2097,CUST206,BR005,LT03,315000,10.47,2019-02-08,24
LN2098,CUST017,BR005,LT02,6163000,7.85,2021-04-17,120
LN2099,CUST236,BR001,LT01,164000,15.1,2019-10-05,12
LN2100,CUST687,BR014,LT04,1953000,12.93,2023-11-28,120
LN2101,CUST146,BR016,LT03,586000,10.25,2021-10-17,12
LN2102,CUST178,BR009,LT03,395000,8.71,2020-12-09,24
LN2103,CUST753,BR019,LT03,462000,12.41,2021-08-20,12
LN2104,CUST222,BR009,LT04,4764000,12.57,2020-06-04,84
LN2105,CUST470,BR003,LT05,81000,19.06,2019-03-09,3
LN2106,CUST466,BR006,LT05,68000,20.76,2019-08-02,9
LN2107,CUST060,BR015,LT04,3667000,13.8,2021-11-26,120
LN2108,CUST748,BR004,LT04,2486000,10.26,2024-07-21,84
LN2109,CUST845,BR009,LT02,6601000,10.55,2021-01-19,180
LN2110,CUST052,BR013,LT02,5875000,10.31,2023-12-11,120
LN2111,CUST808,BR016,LT03,575000,10.41,2019-09-20,24
LN2112,CUST160,BR011,LT03,1224000,10.28,2022-11-06,48
LN2113,CUST404,BR018,LT01,165000,12.97,2020-08-26,24
LN2114,CUST498,BR008,LT03,732000,13.1,2019-11-09,24
LN2115,CUST103,BR005,LT01,491000,11.15,2024-02-19,60
LN2116,CUST043,BR008,LT03,1476000,10.36,2019-07-24,12
LN2117,CUST466,BR002,LT05,51000,21.32,2021-07-12,6
LN2118,CUST361,BR004,LT03,967000,12.12,2022-12-24,24
LN2119,CUST613,BR011,LT04,4508000,11.39,2020-02-22,60
LN2120,CUST180,BR005,LT05,95000,19.36,2021-10-20,6
LN2121,CUST571,BR015,LT01,60000,13.57,2020-09-04,24
LN2122,CUST116,BR013,LT01,356000,12.73,2021-12-03,60
LN2123,CUST901,BR013,LT04,1123000,12.85,2019-01-07,60
LN2124,CUST208,BR010,LT01,249000,14.51,2019-03-17,36
LN2125,CUST515,BR017,LT02,6393000,9.0,2019-02-18,180
LN2126,CUST476,BR001,LT04,250000,12.77,2023-03-27,84
LN2127,CUST074,BR020,LT04,1703000,13.22,2024-01-10,120
LN2128,CUST264,BR020,LT04,1072000,14.35,2021-05-06,60
LN2129,CUST971,BR020,LT04,2188000,11.36,2024-01-27,120
LN2130,CUST486,BR011,LT04,968000,11.13,2020-09-21,36
LN2131,CUST429,BR003,LT05,38000,20.96,2020-07-02,3
LN2132,CUST670,BR012,LT03,1398000,11.96,2022-03-16,12
LN2133,CUST074,BR011,LT05,96000,20.2,2021-06-13,3
LN2134,CUST156,BR019,LT02,7817000,8.82,2023-07-06,120
LN2135,CUST447,BR008,LT02,7482000,10.75,2023-08-01,120
LN2136,CUST847,BR020,LT04,3388000,11.82,2019-06-25,120
LN2137,CUST387,BR003,LT02,3333000,9.91,2022-10-23,120
LN2138,CUST200,BR007,LT04,1271000,12.71,2019-06-15,36
LN2139,CUST280,BR019,LT03,1291000,9.45,2020-10-05,12
LN2140,CUST839,BR003,LT01,118000,14.97,2020-12-09,12
LN2141,CUST382,BR010,LT03,1376000,11.74,2023-03-06,60
LN2142,CUST158,BR014,LT03,850000,10.96,2022-05-05,12
LN2143,CUST107,BR019,LT01,197000,11.35,2019-08-28,48
LN2144,CUST317,BR010,LT04,4218000,12.81,2019-06-24,120
LN2145,CUST182,BR019,LT05,92000,17.9,2024-11-18,12
LN2146,CUST251,BR011,LT03,1186000,13.21,2023-07-04,36
LN2147,CUST969,BR013,LT04,3920000,13.65,2023-11-19,60
LN2148,CUST223,BR010,LT03,257000,9.73,2023-11-22,24
LN2149,CUST184,BR003,LT01,58000,14.23,2019-07-06,36
LN2150,CUST168,BR020,LT01,148000,15.21,2022-02-26,48
LN2151,CUST961,BR017,LT05,59000,21.94,2020-04-03,3
LN2152,CUST483,BR020,LT02,8428000,9.5,2022-02-11,240
LN2153,CUST708,BR017,LT01,122000,15.03,2020-03-30,60
LN2154,CUST021,BR002,LT01,244000,14.1,2020-11-19,12
LN2155,CUST064,BR001,LT02,2770000,9.43,2022-10-10,120
LN2156,CUST558,BR013,LT01,93000,13.31,2019-07-10,36
LN2157,CUST830,BR006,LT01,449000,15.21,2019-01-08,36
LN2158,CUST567,BR006,LT05,85000,21.68,2019-09-13,3
LN2159,CUST462,BR013,LT03,705000,9.59,2023-11-22,24
LN2160,CUST879,BR008,LT01,300000,14.47,2024-08-16,60
LN2161,CUST915,BR013,LT03,1336000,8.44,2024-06-04,48
LN2162,CUST922,BR003,LT03,989000,12.26,2023-07-07,24
LN2163,CUST408,BR015,LT01,245000,15.66,2020-03-21,12
LN2164,CUST997,BR003,LT01,349000,15.31,2021-04-03,24
LN2165,CUST735,BR020,LT01,353000,12.25,2021-07-05,36
LN2166,CUST920,BR006,LT02,6401000,9.52,2024-12-04,180
LN2167,CUST334,BR001,LT02,9061000,10.55,2020-01-25,240
LN2168,CUST045,BR014,LT04,3672000,12.07,2020-11-15,36
LN2169,CUST651,BR018,LT03,1299000,10.81,2021-10-10,12
LN2170,CUST637,BR005,LT02,5001000,8.66,2024-03-01,240
LN2171,CUST712,BR004,LT02,6341000,9.67,2024-12-24,240
LN2172,CUST253,BR018,LT03,590000,12.04,2019-03-10,24
LN2173,CUST719,BR013,LT02,7263000,10.6,2024-12-26,180
LN2174,CUST783,BR006,LT03,595000,11.02,2020-07-20,36
LN2175,CUST459,BR007,LT02,5565000,9.5,2020-10-27,180
LN2176,CUST334,BR008,LT03,1040000,12.19,2019-02-06,48
LN2177,CUST756,BR010,LT05,60000,20.79,2023-12-28,9
LN2178,CUST643,BR016,LT01,328000,14.28,2022-06-01,12
LN2179,CUST783,BR015,LT03,655000,10.21,2019-01-16,60
LN2180,CUST801,BR020,LT02,7174000,9.24,2022-12-12,240
LN2181,CUST633,BR019,LT01,174000,15.55,2021-03-03,60
LN2182,CUST822,BR017,LT04,740000,12.76,2022-03-29,120
LN2183,CUST532,BR011,LT01,380000,14.69,2024-12-24,12
LN2184,CUST390,BR010,LT04,2762000,12.0,2022-07-18,36
LN2185,CUST812,BR020,LT01,338000,14.54,2019-02-10,36
LN2186,CUST989,BR006,LT01,449000,15.23,2023-06-21,24
LN2187,CUST985,BR015,LT01,230000,14.8,2019-09-08,12
LN2188,CUST861,BR018,LT01,291000,13.55,2024-10-31,12
LN2189,CUST789,BR008,LT01,445000,14.75,2021-02-17,12
LN2190,CUST338,BR016,LT02,8333000,10.17,2024-04-24,180
LN2191,CUST854,BR004,LT03,682000,12.05,2019-03-01,24
LN2192,CUST948,BR015,LT04,4593000,14.21,2021-05-21,36
LN2193,CUST696,BR012,LT04,3847000,12.5,2022-12-28,60
LN2194,CUST018,BR012,LT02,1874000,11.26,2021-02-23,180
LN2195,CUST555,BR010,LT02,6125000,9.92,2024-05-19,240
LN2196,CUST935,BR001,LT03,843000,9.52,2019-05-24,12
LN2197,CUST116,BR007,LT02,8997000,7.66,2021-08-03,180
LN2198,CUST941,BR010,LT02,9720000,8.54,2019-06-27,180
LN2199,CUST496,BR009,LT03,1437000,11.66,2023-06-30,36
LN2200,CUST169,BR010,LT05,41000,20.91,2020-05-31,3
LN2201,CUST332,BR012,LT03,711000,10.5,2022-07-15,48
LN2202,CUST787,BR006,LT01,435000,13.67,2019-02-02,36
LN2203,CUST242,BR007,LT05,67000,19.32,2019-05-01,9
LN2204,CUST511,BR010,LT02,4499000,10.71,2022-08-26,180
LN2205,CUST612,BR008,LT03,557000,10.65,2021-08-07,60
LN2206,CUST231,BR011,LT01,424000,15.03,2022-03-23,36
LN2207,CUST747,BR012,LT01,125000,14.04,2019-08-19,12
LN2208,CUST759,BR008,LT02,6926000,9.02,2019-10-06,240
LN2209,CUST798,BR016,LT01,400000,14.25,2024-03-12,48
LN2210,CUST161,BR014,LT04,2773000,11.49,2021-10-06,84
LN2211,CUST570,BR011,LT04,1742000,13.62,2021-01-11,84
LN2212,CUST175,BR012,LT01,437000,12.02,2020-04-18,60
LN2213,CUST336,BR016,LT02,1756000,8.62,2022-10-08,120
LN2214,CUST542,BR002,LT02,6394000,10.05,2024-02-04,180
LN2215,CUST276,BR016,LT01,215000,13.06,2020-08-01,36
LN2216,CUST449,BR017,LT04,4295000,12.04,2024-03-04,36
LN2217,CUST365,BR019,LT02,8252000,9.88,2021-03-27,180
LN2218,CUST297,BR020,LT01,200000,14.5,2024-12-28,12
LN2219,CUST228,BR007,LT01,148000,12.85,2019-10-09,24
LN2220,CUST246,BR017,LT05,98000,19.74,2019-06-03,12
LN2221,CUST519,BR018,LT05,82000,19.08,2022-12-15,6
LN2222,CUST492,BR018,LT02,1087000,9.59,2023-11-16,120
LN2223,CUST324,BR003,LT02,2100000,10.94,2023-08-01,180
LN2224,CUST852,BR007,LT05,74000,17.89,2024-09-27,3
LN2225,CUST104,BR017,LT03,250000,10.58,2024-05-13,24
LN2226,CUST300,BR009,LT05,52000,19.23,2023-12-19,12
LN2227,CUST956,BR006,LT03,656000,10.67,2022-06-25,24
LN2228,CUST215,BR013,LT01,322000,13.62,2023-03-21,48
LN2229,CUST269,BR011,LT01,314000,13.13,2019-04-29,12
LN2230,CUST115,BR002,LT03,876000,11.68,2019-03-11,60
LN2231,CUST928,BR008,LT04,3482000,14.15,2020-01-25,36
LN2232,CUST554,BR020,LT02,5699000,9.07,2020-11-28,240
LN2233,CUST302,BR013,LT01,472000,15.83,2022-05-03,60
LN2234,CUST770,BR020,LT04,2998000,13.73,2023-02-28,120
LN2235,CUST337,BR019,LT02,5679000,10.19,2020-03-31,240
LN2236,CUST053,BR006,LT01,248000,13.19,2019-10-31,24
LN2237,CUST307,BR017,LT03,995000,11.51,2024-01-25,12
LN2238,CUST474,BR001,LT05,76000,19.17,2021-12-11,9
LN2239,CUST831,BR004,LT04,4015000,12.37,2024-07-26,60
LN2240,CUST536,BR013,LT05,15000,20.99,2021-06-10,3
LN2241,CUST215,BR017,LT03,1153000,11.21,2020-04-12,12
LN2242,CUST592,BR008,LT03,1480000,11.91,2019-11-23,36
LN2243,CUST968,BR011,LT03,1343000,10.07,2020-11-14,12
LN2244,CUST456,BR015,LT03,619000,9.1,2023-10-08,48
LN2245,CUST600,BR007,LT01,405000,14.12,2022-07-06,60
LN2246,CUST552,BR001,LT04,2430000,14.06,2022-07-28,60
LN2247,CUST130,BR013,LT01,385000,12.35,2021-09-14,60
LN2248,CUST082,BR001,LT01,436000,13.94,2024-04-26,36
LN2249,CUST138,BR011,LT02,3190000,8.92,2019-08-30,240
LN2250,CUST544,BR011,LT04,4028000,13.71,2020-05-18,36
LN2251,CUST291,BR011,LT01,111000,12.38,2024-03-03,24
LN2252,CUST411,BR003,LT05,94000,18.67,2024-12-14,12
LN2253,CUST211,BR013,LT04,871000,13.09,2021-06-07,84
LN2254,CUST522,BR020,LT02,3208000,11.34,2019-09-05,240
LN2255,CUST008,BR011,LT03,1466000,10.37,2023-10-29,12
LN2256,CUST376,BR010,LT02,3217000,8.14,2023-04-30,180
LN2257,CUST246,BR019,LT02,2673000,9.16,2020-04-18,120
LN2258,CUST389,BR010,LT01,480000,15.22,2020-07-02,60
LN2259,CUST933,BR008,LT02,2635000,9.22,2020-10-10,240
LN2260,CUST609,BR014,LT05,67000,20.83,2022-11-06,6
LN2261,CUST303,BR006,LT03,629000,11.02,2019-10-09,48
LN2262,CUST079,BR002,LT05,64000,21.81,2022-08-17,6
LN2263,CUST343,BR018,LT05,65000,20.42,2021-12-23,3
LN2264,CUST999,BR012,LT05,9000,21.43,2019-01-06,6
LN2265,CUST503,BR007,LT01,114000,13.42,2023-09-26,24
LN2266,CUST957,BR017,LT05,30000,20.12,2022-01-13,12
LN2267,CUST119,BR017,LT04,1304000,14.08,2021-05-15,36
LN2268,CUST590,BR014,LT03,163000,12.62,2021-12-01,60
LN2269,CUST642,BR001,LT03,342000,11.26,2022-02-13,60
LN2270,CUST522,BR015,LT04,4382000,15.24,2022-12-07,36
LN2271,CUST877,BR008,LT04,3881000,13.86,2024-02-02,60
LN2272,CUST867,BR016,LT01,170000,13.37,2023-10-07,60
LN2273,CUST983,BR018,LT05,80000,19.7,2022-01-14,3
LN2274,CUST208,BR010,LT05,61000,20.37,2019-09-24,12
LN2275,CUST211,BR018,LT02,6867000,9.51,2024-09-28,120
LN2276,CUST750,BR008,LT01,178000,15.27,2019-02-27,36
LN2277,CUST097,BR008,LT04,3104000,15.02,2020-04-06,84
LN2278,CUST198,BR017,LT04,4392000,12.96,2021-02-02,60
LN2279,CUST406,BR005,LT02,8088000,10.87,2021-12-09,120
LN2280,CUST671,BR006,LT05,27000,18.85,2019-05-23,9
LN2281,CUST462,BR015,LT01,171000,12.05,2019-03-22,12
LN2282,CUST725,BR016,LT03,1274000,10.83,2021-05-31,24
LN2283,CUST278,BR012,LT05,28000,21.93,2019-11-05,3
LN2284,CUST637,BR016,LT04,1686000,12.7,2020-08-14,60
LN2285,CUST769,BR009,LT03,752000,9.35,2024-04-28,24
LN2286,CUST763,BR013,LT05,87000,20.22,2021-04-18,6
LN2287,CUST182,BR012,LT01,273000,11.7,2020-08-13,24
LN2288,CUST297,BR001,LT01,451000,14.66,2021-05-26,24
LN2289,CUST430,BR004,LT01,423000,12.95,2021-02-27,36
LN2290,CUST392,BR017,LT02,7188000,9.11,2024-04-29,120
LN2291,CUST153,BR018,LT02,7250000,8.54,2020-09-12,120
LN2292,CUST033,BR020,LT02,8132000,9.44,2023-08-24,240
LN2293,CUST139,BR003,LT03,375000,10.73,2019-05-08,12
LN2294,CUST348,BR015,LT02,3817000,9.45,2024-07-20,120
LN2295,CUST140,BR011,LT05,58000,19.65,2024-03-04,6
LN2296,CUST631,BR015,LT01,389000,13.89,2024-01-24,24
LN2297,CUST165,BR003,LT01,293000,10.51,2019-06-18,60
LN2298,CUST484,BR003,LT03,794000,12.4,2019-04-13,36
LN2299,CUST324,BR009,LT04,4003000,14.75,2020-03-30,60
LN2300,CUST561,BR003,LT02,1057000,10.96,2021-09-30,180
LN2301,CUST056,BR005,LT04,3846000,12.96,2020-06-23,60
LN2302,CUST370,BR005,LT01,229000,12.84,2021-01-11,24
LN2303,CUST934,BR019,LT01,87000,16.08,2019-03-11,60
LN2304,CUST279,BR010,LT04,2341000,12.32,2021-01-08,120
LN2305,CUST632,BR001,LT01,132000,15.09,2022-12-17,36
LN2306,CUST097,BR008,LT05,50000,21.48,2024-03-22,9
LN2307,CUST738,BR018,LT01,487000,13.33,2022-11-13,36
LN2308,CUST599,BR018,LT02,4440000,8.89,2020-03-11,240
LN2309,CUST684,BR004,LT02,9371000,10.64,2020-01-08,120
LN2310,CUST825,BR014,LT03,666000,10.46,2022-03-15,60
LN2311,CUST822,BR018,LT05,29000,19.86,2024-10-05,12
LN2312,CUST130,BR007,LT02,9992000,8.64,2024-08-10,240
LN2313,CUST276,BR010,LT02,1213000,9.1,2023-12-01,240
LN2314,CUST571,BR003,LT05,15000,18.74,2022-04-09,6
LN2315,CUST088,BR014,LT02,1453000,9.27,2024-12-07,120
LN2316,CUST403,BR020,LT05,64000,21.44,2022-08-28,6
LN2317,CUST286,BR018,LT01,247000,13.22,2019-06-10,60
LN2318,CUST162,BR004,LT01,484000,13.59,2022-01-28,48
LN2319,CUST192,BR005,LT04,247000,11.71,2020-11-12,60
LN2320,CUST762,BR016,LT03,1140000,9.37,2023-01-11,36
LN2321,CUST002,BR007,LT04,209000,13.84,2024-10-26,120
LN2322,CUST255,BR010,LT04,4972000,12.83,2020-03-31,36
LN2323,CUST004,BR017,LT03,1175000,10.9,2020-01-04,12
LN2324,CUST259,BR004,LT02,1024000,9.42,2020-01-14,180
LN2325,CUST582,BR005,LT04,867000,14.17,2024-02-14,120
LN2326,CUST758,BR020,LT01,54000,15.31,2022-10-11,36
LN2327,CUST557,BR003,LT05,87000,19.58,2024-05-20,9
LN2328,CUST398,BR008,LT01,60000,13.33,2024-10-10,36
LN2329,CUST701,BR008,LT01,103000,13.67,2021-09-27,48
LN2330,CUST085,BR004,LT03,219000,8.41,2023-02-21,36
LN2331,CUST338,BR017,LT01,308000,14.92,2020-09-06,12
LN2332,CUST194,BR009,LT04,3391000,11.66,2021-04-13,84
LN2333,CUST781,BR008,LT01,235000,14.98,2023-03-17,60
LN2334,CUST622,BR020,LT01,312000,14.6,2023-07-15,48
LN2335,CUST453,BR005,LT04,658000,13.87,2021-12-29,36
LN2336,CUST830,BR005,LT04,2788000,13.4,2024-09-07,60
LN2337,CUST943,BR005,LT03,819000,12.35,2022-03-29,12
LN2338,CUST153,BR013,LT01,289000,13.37,2019-10-14,48
LN2339,CUST269,BR011,LT05,49000,19.33,2023-01-08,6
LN2340,CUST422,BR010,LT01,469000,15.65,2024-02-05,12
LN2341,CUST009,BR010,LT01,329000,15.03,2020-07-25,60
LN2342,CUST719,BR011,LT01,102000,14.7,2019-10-12,24
LN2343,CUST806,BR011,LT02,1161000,9.02,2023-06-17,120
LN2344,CUST905,BR002,LT01,321000,13.55,2021-12-19,48
